platform,title,url,query,page,date_scraped,extraction_method,estimated_salary_boost,demand_level,roi_score,score_breakdown,skill_category
Udemy,Complete 2026 Python Bootcamp: Learn Python from Scratch,https://www.udemy.com/course/codewithharry-python/,python programming,1,2026-02-26T02:55:04.907258,fallback_html_parse,25000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 25.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,Learn Python Programming Masterclass,https://www.udemy.com/course/python-the-complete-python-developer-course/,python programming,1,2026-02-26T02:55:04.907437,fallback_html_parse,25000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 30.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,Learn Python Programming - Beginner to Master,https://www.udemy.com/course/learn-python-with-abdul-bari/,python programming,1,2026-02-26T02:55:04.907515,fallback_html_parse,25000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 30.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,[NEW] Python Bootcamp: Beginner to Master Programming,https://www.udemy.com/course/python-programming-for-beginners-with-exercises/,python programming,1,2026-02-26T02:55:04.907592,fallback_html_parse,25000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 55.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,Python for Absolute Beginners,https://www.udemy.com/course/python-for-absolute-beginners-u/,python programming,1,2026-02-26T02:55:04.907660,fallback_html_parse,25000.0,very_high,78.5,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,Complete Python With DSA Bootcamp + LEETCODE Exercises,https://www.udemy.com/course/complete-python-dsa-bootcamp/,python programming,1,2026-02-26T02:55:04.907727,fallback_html_parse,25000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 25.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,Master Python for Data Handling [2026],https://www.udemy.com/course/master-python-for-data-handling/,python programming,1,2026-02-26T02:55:04.907793,fallback_html_parse,25000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 30.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,Python Programming for Complete Beginners,https://www.udemy.com/course/mastering-python-basics-a-beginners-guide/,python programming,1,2026-02-26T02:55:04.907858,fallback_html_parse,25000.0,very_high,78.5,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,Complete Python Bootcamp For Everyone From Zero to Hero 2025,https://www.udemy.com/course/python-foreveryone/,python programming,1,2026-02-26T02:55:04.907922,fallback_html_parse,25000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 25.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,PYTHON: Python Programming (FROM ZERO TO YOUR FIRST JOB),https://www.udemy.com/course/python-python-programming-from-zero-to-your-first-job/,python programming,1,2026-02-26T02:55:04.907986,fallback_html_parse,25000.0,very_high,78.5,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,Complete Python Programming Masterclass Beginner to Advanced,https://www.udemy.com/course/complete-python-programming-masterclass-beginner-to-advanced/,python programming,1,2026-02-26T02:55:04.908058,fallback_html_parse,25000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 30.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,Python Programming: Learn Python from Scratch to AI and ML,https://www.udemy.com/course/python-bootcamp-learn-ai-powered-python-programming/,python programming,1,2026-02-26T02:55:04.908120,fallback_html_parse,25000.0,very_high,98.5,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 20.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,PYTHON PROGRAMMING: Python From Basics to Data Analysis,https://www.udemy.com/course/python-programming-from-basics-to-data-analysis-x/,python programming,1,2026-02-26T02:55:04.908183,fallback_html_parse,25000.0,very_high,78.5,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,Python Programming Zero to Hero: Learn Python Step by Step,https://www.udemy.com/course/python-programming-zero-to-hero-learn-python-step-by-step/,python programming,1,2026-02-26T02:55:04.908244,fallback_html_parse,25000.0,very_high,78.5,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,Python Programming Course | From Basics to Real-World Skills,https://www.udemy.com/course/python-programming-course-from-basics-to-real-world-skills/,python programming,1,2026-02-26T02:55:04.908343,fallback_html_parse,25000.0,very_high,96.5,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 18.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,Python PCAP: Pass Certified Associate in Python Programming,https://www.udemy.com/course/python-pcap/,python programming,2,2026-02-26T02:55:51.593775,fallback_html_parse,25000.0,very_high,78.5,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,Learn Python & Ethical Hacking From Scratch,https://www.udemy.com/course/learn-python-and-ethical-hacking-from-scratch/,python programming,2,2026-02-26T02:55:51.593896,fallback_html_parse,25000.0,very_high,78.5,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,Learn Playwright with Python (Web & API Automation),https://www.udemy.com/course/learn-playwright-with-python-web-api-automation/,python programming,2,2026-02-26T02:55:51.593993,fallback_html_parse,25000.0,very_high,98.5,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 20.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,Python Programming for Beginners: Learn to Code with Python,https://www.udemy.com/course/python-programming-for-beginners-learn-to-code-with-python/,python programming,2,2026-02-26T02:55:51.594061,fallback_html_parse,25000.0,very_high,78.5,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,Learn Python Programming,https://www.udemy.com/course/learn-python-programming-python-3/,python programming,2,2026-02-26T02:55:51.594126,fallback_html_parse,25000.0,very_high,78.5,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,Python Programming: Beginner to Professional Complete Course,https://www.udemy.com/course/python-programming-complete-course/,python programming,2,2026-02-26T02:55:51.594188,fallback_html_parse,25000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 30.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,Python for Beginners: Learn Python Programming (Python 3),https://www.udemy.com/course/python-programming-projects/,python programming,2,2026-02-26T02:55:51.594259,fallback_html_parse,25000.0,very_high,78.5,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,100+ Exercises - Advanced Python Programming,https://www.udemy.com/course/advanced-exercises-python-programming/,python programming,2,2026-02-26T02:55:51.594326,fallback_html_parse,25000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 30.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,The Complete Guide To Mastering Python,https://www.udemy.com/course/the-complete-guide-to-mastering-modern-python/,python programming,2,2026-02-26T02:55:51.594406,fallback_html_parse,25000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 30.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,Python Programming for AWS - Learn Python with AWS and Boto3,https://www.udemy.com/course/python-programming-for-aws-with-boto3/,python programming,2,2026-02-26T02:55:51.594480,fallback_html_parse,25000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 30.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,Python A-Z™: Python For Data Science With Real Exercises!,https://www.udemy.com/course/python-coding/,python programming,2,2026-02-26T02:55:51.594545,fallback_html_parse,25000.0,very_high,98.5,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 20.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,Python Programming - Foundation Course for Data Engineers,https://www.udemy.com/course/python-foundation-course/,python programming,2,2026-02-26T02:55:51.594636,fallback_html_parse,25000.0,very_high,78.5,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,PYTHON PROGRAMMING: Python From Basics to Data Analysis,https://www.udemy.com/course/python-programming-from-basics-to-data-analysis-x/,python programming,2,2026-02-26T02:55:51.594707,fallback_html_parse,25000.0,very_high,78.5,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,Python Programming Zero to Hero: Learn Python Step by Step,https://www.udemy.com/course/python-programming-zero-to-hero-learn-python-step-by-step/,python programming,2,2026-02-26T02:55:51.594791,fallback_html_parse,25000.0,very_high,78.5,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,Python Programming Course | From Basics to Real-World Skills,https://www.udemy.com/course/python-programming-course-from-basics-to-real-world-skills/,python programming,2,2026-02-26T02:55:51.594856,fallback_html_parse,25000.0,very_high,96.5,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 18.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,The Complete Full-Stack Web Development Bootcamp,https://www.udemy.com/course/the-complete-web-development-bootcamp/,javascript web development,1,2026-02-26T02:56:32.331895,fallback_html_parse,,,75.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 0.0, 'keyword_score': 25.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",programming
Udemy,The Complete JavaScript Course 2025: From Zero to Expert!,https://www.udemy.com/course/the-complete-javascript-course/,javascript web development,1,2026-02-26T02:56:32.332026,fallback_html_parse,22000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 27.0, 'keyword_score': 30.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",javascript
Udemy,Complete web development course,https://www.udemy.com/course/web-dev-master/,javascript web development,1,2026-02-26T02:56:32.332112,fallback_html_parse,,,50.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 0.0, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",programming
Udemy,The Web Developer Bootcamp 2026,https://www.udemy.com/course/the-web-developer-bootcamp/,javascript web development,1,2026-02-26T02:56:32.332321,fallback_html_parse,,,75.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 0.0, 'keyword_score': 25.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",programming
Udemy,The Complete JavaScript Course | Zero to Hero in 2025,https://www.udemy.com/course/the-complete-javascript-course-zero-to-hero/,javascript web development,1,2026-02-26T02:56:32.332520,fallback_html_parse,22000.0,very_high,77.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 27.0, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",javascript
Udemy,Full Stack Web & Mobile App Development | Mern Stack Project,https://www.udemy.com/course/full-stack-web-mobile-app-development-mern-stack-project/,javascript web development,1,2026-02-26T02:56:32.332700,fallback_html_parse,,,50.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 0.0, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",programming
Udemy,Learn Complete Modern Front-End Web Development Step-by-Step,https://www.udemy.com/course/front-end-web-development-complete-guide-step-by-step/,javascript web development,1,2026-02-26T02:56:32.332831,fallback_html_parse,,,50.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 0.0, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",programming
Udemy,Build Responsive Real-World Websites with HTML and CSS,https://www.udemy.com/course/design-and-develop-a-killer-website-with-html5-and-css3/,javascript web development,1,2026-02-26T02:56:32.332959,fallback_html_parse,,,68.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 0.0, 'keyword_score': 18.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",programming
Udemy,"Full Stack Web Development with React JS, Angular and NodeJS",https://www.udemy.com/course/full-stack-web-development-2021-guide-with-nodejs-mongodb/,javascript web development,1,2026-02-26T02:56:32.333089,fallback_html_parse,24000.0,very_high,76.4,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 26.4, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",react
Udemy,JavaScript - The Complete Guide (Beginner + Advanced),https://www.udemy.com/course/javascript-the-complete-guide-2020-beginner-advanced/,javascript web development,1,2026-02-26T02:56:32.333205,fallback_html_parse,22000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 27.0, 'keyword_score': 30.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",javascript
Udemy,100 Hours Web Development Bootcamp - Build 23 React Projects,https://www.udemy.com/course/the-web-dev-bootcamp/,javascript web development,1,2026-02-26T02:56:32.333322,fallback_html_parse,24000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 26.4, 'keyword_score': 25.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",react
Udemy,Front End Web Development with JavaScript & Next.js,https://www.udemy.com/course/front-end-web-development-with-javascript-nextjs/,javascript web development,1,2026-02-26T02:56:32.333446,fallback_html_parse,22000.0,very_high,77.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 27.0, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",javascript
Udemy,"Web Development: HTML, CSS, JavaScript, Bootstrap, React JS",https://www.udemy.com/course/full-stack-web-development-html-css-javascript-bootstrap-react-js/,javascript web development,1,2026-02-26T02:56:32.333560,fallback_html_parse,22000.0,very_high,77.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 27.0, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",javascript
Udemy,"Modern Web Development with JavaScript, jQuery & TypeScript",https://www.udemy.com/course/modern-web-development-with-javascript-jquery-typescript/,javascript web development,1,2026-02-26T02:56:32.333676,fallback_html_parse,22000.0,very_high,77.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 27.0, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",javascript
Udemy,The Complete Full Stack Web Development Masterclass 2026,https://www.udemy.com/course/the-complete-full-stack-web-development-masterclass-2026/,javascript web development,1,2026-02-26T02:56:32.333808,fallback_html_parse,,,80.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 0.0, 'keyword_score': 30.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",programming
